"age","ast","astp","blk","blkp","college","draft","draftrank","draftround","drb","drbp","drtg","dws","efgp","fgattempt","fgmade","fgp","ftattempt","ftmade","ftp","gamesplayed","gamesstarted","height","league","minutes","name","nbadebut","orb","orbp","org_team","ortg","ows","p3attempt","p3made","p3p","per","pf","position","position_org","pts","salary","season","source","stl","stlp","tm","tov","tovp","trb","trbp","tsp","usgp","weight","ws","ws48","key"
33,3,7.5,0,0,"arizona",1990,38,"2",6,12.6999998092651,107,0,0.5,6,2,0.333000004291534,0,0,NA,6,0,"6-6","NBA",54,"Buechler Jud",1990,2,4.09999990463257,"PHO",112,0,6,2,0.333000004291534,5.09999990463257,7,"forward","Forward-Guard",6,3600000,2001,"http://www.basketball-reference.com/players/b/buechju01.html",1,1,"PHO",1,14.3000001907349,8,8.39999961853027,0.5,5.80000019073486,220,0.100000001490116,0.0640000030398369,"forward_2001"
33,29,6.5,8,0.899999976158142,"arizona",1990,38,"2",81,14.5,106,0.600000023841858,0.46000000834465,112,42,0.375,4,2,0.5,60,2,"6-6","NBA",630,"Buechler Jud",1990,27,4.80000019073486,"ORL",102,0.200000002980232,54,19,0.351999998092651,8,46,"forward","Forward-Guard",105,3600000,2001,"http://www.basketball-reference.com/players/b/buechju01.html",20,1.60000002384186,"ORL",14,11,108,9.60000038146973,0.460999995470047,9.10000038146973,220,0.800000011920929,0.0579999983310699,"forward_2001"
22,21,9.19999980926514,8,1.5,"creighton",1999,53,"2",38,10.8999996185303,103,0.5,0.433999985456467,151,62,0.41100001335144,22,16,0.726999998092651,34,0,"6-5","NBA",386,"Buford Rodney",1999,10,3.09999990463257,"MIA",99,0.100000001490116,29,7,0.24099999666214,11.1999998092651,44,"guard","Guard-Forward",147,301875,1999,"http://www.basketball-reference.com/players/b/buforro01.html",10,1.39999997615814,"MIA",9,5.30000019073486,48,7.19999980926514,0.456999987363815,20.5,189,0.600000023841858,0.0719999969005585,"guard_1999"
23,17,5.40000009536743,6,0.800000011920929,"creighton",1999,53,"2",58,11.1999998092651,101,0.699999988079071,0.465000003576279,241,104,0.432000011205673,29,24,0.828000009059906,47,0,"6-5","NBA",573,"Buford Rodney",1999,16,3.20000004768372,"PHI",96,0.100000001490116,38,16,0.421000003814697,11.3000001907349,68,"guard","Guard-Forward",248,423500,2000,"http://www.basketball-reference.com/players/b/buforro01.html",17,1.60000002384186,"PHI",29,10.3000001907349,74,7.30000019073486,0.488999992609024,22.2999992370605,189,0.800000011920929,0.0710000023245811,"guard_2000"
24,71,7,12,0.5,"creighton",1999,53,"2",220,13.8999996185303,108,1,0.449000000953674,593,258,0.435000002384186,80,58,0.725000023841858,63,21,"6-5","NBA",1769,"Buford Rodney",1999,52,3.29999995231628,"MEM",95,-0.200000002980232,70,17,0.243000000715256,10.1000003814697,110,"guard","Guard-Forward",591,481488,2001,"http://www.basketball-reference.com/players/b/buforro01.html",42,1.29999995231628,"MEM",63,9.10000038146973,272,8.60000038146973,0.469999998807907,17.7999992370605,189,0.800000011920929,0.0219999998807907,"guard_2001"
26,7,7.59999990463257,1,0.5,"creighton",1999,53,"2",9,7.09999990463257,107,0.100000001490116,0.33899998664856,56,19,0.33899998664856,6,3,0.5,22,0,"6-5","NBA",141,"Buford Rodney",1999,6,4.90000009536743,"SAC",79,-0.300000011920929,2,0,0,6.19999980926514,9,"guard","Guard-Forward",41,145686,2003,"http://www.basketball-reference.com/players/b/buforro01.html",6,2.20000004768372,"SAC",4,6.40000009536743,15,6,0.349999994039536,20.1000003814697,189,-0.200000002980232,-0.063000001013279,"guard_2003"
27,63,8.69999980926514,4,0.300000011920929,"creighton",1999,53,"2",156,14.5,104,1.60000002384186,0.416999995708466,489,187,0.381999999284744,45,37,0.822000026702881,64,17,"6-5","NBA",1313,"Buford Rodney",1999,33,3,"NJN",92,-0.800000011920929,108,34,0.314999997615814,9.5,101,"guard","Guard-Forward",445,745046,2004,"http://www.basketball-reference.com/players/b/buforro01.html",40,1.60000002384186,"NJN",35,6.40000009536743,189,8.69999980926514,0.437000006437302,19.3999996185303,189,0.800000011920929,0.0299999993294477,"guard_2004"
32,63,9.89999961853027,13,0.800000011920929,"iowa",NA,NA,"-",125,13.3999996185303,108,0.600000023841858,0.524999976158142,340,139,0.409000009298325,30,25,0.833000004291534,56,27,"6-10","NBA",1024,"Bullard Matt",1991,13,1.5,"HOU",109,1.29999995231628,177,79,0.446000009775162,11.8999996185303,85,"forward","Forward",382,1333333,1999,"http://www.basketball-reference.com/players/b/bullama01.html",19,0.899999976158142,"HOU",36,9.19999980926514,138,7.59999990463257,0.541000008583069,16.7000007629395,215,1.79999995231628,0.0869999974966049,"forward_1999"
33,42,6.90000009536743,9,0.600000023841858,"iowa",NA,NA,"-",108,12.1999998092651,108,0.400000005960464,0.564000010490417,305,129,0.423000007867813,14,10,0.71399998664856,61,5,"6-10","NBA",1000,"Bullard Matt",1991,22,2.59999990463257,"HOU",120,2.20000004768372,213,86,0.404000014066696,13,76,"forward","Forward",354,2100000,2000,"http://www.basketball-reference.com/players/b/bullama01.html",10,0.5,"HOU",12,3.70000004768372,130,7.5,0.569000005722046,14.8999996185303,215,2.59999990463257,0.125,"forward_2000"
34,16,7.40000009536743,2,0.400000005960464,"iowa",NA,NA,"-",37,12,108,0.200000002980232,0.409000009298325,115,39,0.33899998664856,12,11,0.916999995708466,31,0,"6-10","NBA",350,"Bullard Matt",1991,10,3.29999995231628,"CHH",94,-0.100000001490116,57,16,0.28099998831749,6.80000019073486,29,"forward","Forward",105,1300000,2001,"http://www.basketball-reference.com/players/b/bullama01.html",2,0.300000011920929,"NOH",12,9.10000038146973,47,7.69999980926514,0.435999989509583,17.2999992370605,215,0.100000001490116,0.0160000007599592,"forward_2001"
29,23,4.90000009536743,25,2.29999995231628,"auburn",NA,NA,"-",89,13.3999996185303,106,0.600000023841858,0.382999986410141,296,113,0.381999999284744,58,40,0.689999997615814,62,8,"6-11","NBA",783,"Burke Pat",2002,57,8.10000038146973,"ORL",86,-1,7,1,0.14300000667572,8.30000019073486,99,"center","Center-Forward",267,349458,2002,"http://www.basketball-reference.com/players/b/burkepa01.html",19,1.29999995231628,"ORL",47,12.8000001907349,146,10.6999998092651,0.41499999165535,21.1000003814697,250,-0.300000011920929,-0.0209999997168779,"center_2002"
32,16,6.80000019073486,13,2.59999990463257,"auburn",NA,NA,"-",52,16.2999992370605,105,0.400000005960464,0.504000008106232,127,63,0.495999991893768,21,13,0.619000017642975,42,0,"6-11","NBA",346,"Burke Pat",2002,21,6.90000009536743,"PHO",90,-0.300000011920929,7,2,0.28600001335144,9.89999961853027,62,"center","Center-Forward",141,750000,2005,"http://www.basketball-reference.com/players/b/burkepa01.html",6,0.899999976158142,"PHO",33,19.5,73,11.6999998092651,0.517000019550323,21.8999996185303,250,0.100000001490116,0.00899999961256981,"center_2005"
33,5,4.30000019073486,2,0.899999976158142,"auburn",NA,NA,"-",35,23.7000007629395,105,0.200000002980232,0.400000005960464,65,23,0.354000002145767,13,8,0.615000009536743,23,0,"6-11","NBA",164,"Burke Pat",2002,12,9,"PHO",91,-0.100000001490116,22,6,0.273000001907349,9.30000019073486,19,"center","Center-Forward",60,810000,2006,"http://www.basketball-reference.com/players/b/burkepa01.html",3,0.899999976158142,"PHO",7,9,47,16.7000007629395,0.42399999499321,21.2999992370605,250,0.100000001490116,0.0149999996647239,"center_2006"
24,28,21.8999996185303,1,0.400000005960464,"memphis",2004,36,"2",11,6,104,0.300000011920929,0.492000013589859,60,28,0.467000007629395,19,14,0.736999988555908,24,0,"6-1","NBA",219,"Burks Antonio",2004,1,0.5,"MEM",106,0.200000002980232,11,3,0.273000001907349,12.8000001907349,25,"guard","Guard",73,385277,2004,"http://www.basketball-reference.com/players/b/burksan01.html",13,3.20000004768372,"MEM",12,14.8999996185303,12,3.29999995231628,0.533999979496002,17.2999992370605,200,0.5,0.103000000119209,"guard_2004"
25,76,22.1000003814697,0,0,"memphis",2004,36,"2",33,7,105,0.699999988079071,0.358000010251999,144,51,0.354000002145767,23,10,0.435000002384186,57,1,"6-1","NBA",570,"Burks Antonio",2004,4,0.899999976158142,"MEM",80,-1.10000002384186,6,1,0.166999995708466,5.09999990463257,45,"guard","Guard",113,641748,2005,"http://www.basketball-reference.com/players/b/burksan01.html",20,2,"MEM",36,18.8999996185303,37,3.90000009536743,0.367000013589859,16.2000007629395,200,-0.400000005960464,-0.0329999998211861,"guard_2005"
26,48,20.7999992370605,2,0.5,"minnesota",NA,NA,"-",22,8,105,0.400000005960464,0.307000011205673,88,22,0.25,17,16,0.940999984741211,39,1,"6-3","NBA",340,"Burleson Kevin",2005,4,1.29999995231628,"CHA",79,-0.600000023841858,54,10,0.185000002384186,5.09999990463257,63,"guard","Guard",70,398762,2005,"http://www.basketball-reference.com/players/b/burleke01.html",26,3.90000009536743,"CHA",25,20.7999992370605,26,4.40000009536743,0.367000013589859,15.6999998092651,205,-0.200000002980232,-0.0320000015199184,"guard_2005"
29,72,8.60000038146973,44,2.29999995231628,"uconn",1993,20,"1",191,16.5,103,1.5,0.492000013589859,419,165,0.393999993801117,50,39,0.779999971389771,74,9,"6-7","NBA",1336,"Burrell Scott",1993,65,5.19999980926514,"NJN",109,1.70000004768372,232,82,0.352999985218048,14.1999998092651,173,"guard","Guard-Forward",451,1000000,1999,"http://www.basketball-reference.com/players/b/burresc01.html",67,2.59999990463257,"NJN",38,7.90000009536743,256,10.6000003814697,0.510999977588654,16,218,3.20000004768372,0.115000002086163,"guard_1999"
30,1,4.59999990463257,0,0,"uconn",1993,20,"1",2,5.5,99,0.100000001490116,0.532999992370605,15,7,0.467000007629395,4,1,0.25,4,0,"6-7","NBA",41,"Burrell Scott",1993,1,2.79999995231628,"CHH",107,0.100000001490116,6,2,0.333000004291534,12.8000001907349,8,"guard","Guard-Forward",17,NA,2000,"http://www.basketball-reference.com/players/b/burresc01.html",3,3.90000009536743,"NOH",0,0,3,4.19999980926514,0.507000029087067,18.7999992370605,218,0.100000001490116,0.135000005364418,"guard_2000"
22,213,14.1000003814697,31,0.899999976158142,"uconn",2002,10,"1",262,10.8999996185303,102,3.59999990463257,0.432000011205673,1032,429,0.416000008583069,375,309,0.824000000953674,78,78,"6-7","NBA",2858,"Butler Caron",2002,135,5.30000019073486,"MIA",99,1.60000002384186,107,34,0.317999988794327,15.1000003814697,230,"forward","Forward",1201,1678800,2002,"http://www.basketball-reference.com/players/b/butleca01.html",137,2.59999990463257,"MIA",192,13.8000001907349,397,8,0.501999974250793,22.8999996185303,217,5.09999990463257,0.0860000029206276,"forward_2002"
23,126,10.8000001907349,13,0.5,"uconn",2002,10,"1",234,13.6000003814697,102,2.40000009536743,0.388000011444092,631,240,0.379999995231628,176,133,0.755999982357025,68,56,"6-7","NBA",2030,"Butler Caron",2002,92,5.19999980926514,"MIA",94,-0.200000002980232,42,10,0.238000005483627,10.6999998092651,162,"forward","Forward",623,1804680,2003,"http://www.basketball-reference.com/players/b/butleca01.html",75,2,"MIA",91,11.3999996185303,326,9.39999961853027,0.439999997615814,18.5,217,2.09999990463257,0.0500000007450581,"forward_2003"
24,146,9.30000019073486,23,0.600000023841858,"uconn",2002,10,"1",304,12.3999996185303,111,1.20000004768372,0.46399998664856,991,441,0.444999992847443,319,275,0.861999988555908,77,77,"6-7","NBA",2746,"Butler Caron",2002,146,6,"LAL",110,4.09999990463257,125,38,0.303999990224838,15.8000001907349,213,"forward","Forward",1195,1930680,2004,"http://www.basketball-reference.com/players/b/butleca01.html",110,2.09999990463257,"LAL",125,9.89999961853027,450,9.19999980926514,0.527999997138977,20.7000007629395,217,5.30000019073486,0.0930000022053719,"forward_2004"
25,186,12.1000003814697,18,0.5,"uconn",2002,10,"1",352,15.6000003814697,106,2.79999995231628,0.474000006914139,1086,494,0.455000013113022,332,289,0.870000004768372,75,54,"6-7","NBA",2708,"Butler Caron",2002,114,4.80000019073486,"WAS",107,3.5,120,41,0.342000007629395,17,238,"forward","Forward",1318,2461617,2005,"http://www.basketball-reference.com/players/b/butleca01.html",127,2.40000009536743,"WAS",175,12.3999996185303,466,10,0.535000026226044,23.2000007629395,217,6.30000019073486,0.112000003457069,"forward_2005"
26,233,15.8999996185303,17,0.5,"uconn",2002,10,"1",320,15.3000001907349,109,1.89999997615814,0.472000002861023,975,451,0.462999999523163,328,283,0.862999975681305,63,63,"6-7","NBA",2474,"Butler Caron",2002,147,6.59999990463257,"WAS",108,3.40000009536743,72,18,0.25,18.2999992370605,188,"forward","Forward",1203,7438000,2006,"http://www.basketball-reference.com/players/b/butleca01.html",134,2.79999995231628,"WAS",181,13.8999996185303,467,10.8000001907349,0.537000000476837,23.1000003814697,217,5.30000019073486,0.103000000119209,"forward_2006"
27,284,21.8999996185303,20,0.699999988079071,"uconn",2002,10,"1",295,15.3999996185303,107,2.40000009536743,0.500999987125397,943,439,0.465999990701675,262,236,0.901000022888184,58,58,"6-7","NBA",2314,"Butler Caron",2002,93,4.59999990463257,"WAS",113,4.80000019073486,185,66,0.35699999332428,20.7000007629395,160,"forward","Forward",1180,8218990,2007,"http://www.basketball-reference.com/players/b/butleca01.html",128,3,"WAS",150,12.3999996185303,388,9.80000019073486,0.558000028133392,24,217,7.19999980926514,0.150000005960464,"forward_2007"
28,290,19.7000007629395,20,0.600000023841858,"uconn",2002,10,"1",296,13.8000001907349,113,1.10000002384186,0.48199999332428,1085,491,0.453000009059906,402,345,0.857999980449677,67,67,"6-7","NBA",2585,"Butler Caron",2002,118,5.19999980926514,"WAS",108,3.40000009536743,210,65,0.310000002384186,18.7999992370605,165,"forward","Forward",1392,9249980,2008,"http://www.basketball-reference.com/players/b/butleca01.html",106,2.20000004768372,"WAS",210,14.3000001907349,414,9.39999961853027,0.551999986171722,25.8999996185303,217,4.5,0.0829999968409538,"forward_2008"
29,107,9.60000038146973,15,0.600000023841858,"uconn",2002,10,"1",248,15.6000003814697,109,1.70000004768372,0.439999997615814,694,293,0.421999990940094,211,185,0.876999974250793,47,47,"6-7","NBA",1853,"Butler Caron",2002,68,4.19999980926514,"WAS",101,0.400000005960464,95,25,0.263000011444092,13.5,126,"forward","Forward",796,9780970,2009,"http://www.basketball-reference.com/players/b/butleca01.html",68,1.89999997615814,"WAS",113,12.6000003814697,316,9.80000019073486,0.505999982357025,22,217,2.09999990463257,0.0540000014007092,"forward_2009"
29,49,8.5,9,0.699999988079071,"uconn",2002,10,"1",109,13.3000001907349,105,1.20000004768372,0.46399998664856,357,157,0.439999997615814,104,79,0.759999990463257,27,27,"6-7","NBA",930,"Butler Caron",2002,36,4.5,"DAL",101,0.200000002980232,50,17,0.340000003576279,14.1999998092651,67,"forward","Forward",410,9780970,2009,"http://www.basketball-reference.com/players/b/butleca01.html",48,2.70000004768372,"DAL",47,10.5,145,8.89999961853027,0.50900000333786,22.2999992370605,217,1.39999997615814,0.0750000029802322,"forward_2009"
30,46,9.10000038146973,8,0.699999988079071,"uconn",2002,10,"1",96,12.5,106,1,0.486999988555908,378,170,0.449999988079071,88,68,0.773000001907349,29,29,"6-7","NBA",867,"Butler Caron",2002,22,3.09999990463257,"DAL",100,0.200000002980232,65,28,0.430999994277954,14.1999998092651,59,"forward","Forward",436,10561960,2010,"http://www.basketball-reference.com/players/b/butleca01.html",28,1.70000004768372,"DAL",49,10.5,118,8,0.523000001907349,25.1000003814697,217,1.20000004768372,0.0670000016689301,"forward_2010"
19,0,0,0,0,"-",NA,NA,"-",0,0,95,0,1,4,4,1,2,2,1,3,0,"6-10","NBA",5,"Butler Jackie",2005,0,0,"NYK",170,0.100000001490116,0,0,NA,90.3000030517578,0,"forward","Forward-Center",10,NA,2004,"http://www.basketball-reference.com/players/b/butleja01.html",1,10.6000003814697,"NYK",1,17,0,0,1.02499997615814,53.7000007629395,250,0.100000001490116,1.33299994468689,"forward_2004"
20,25,6.09999990463257,31,3.40000009536743,"-",NA,NA,"-",116,19.2999992370605,109,0.600000023841858,0.544000029563904,215,117,0.544000029563904,77,58,0.753000020980835,55,0,"6-10","NBA",740,"Butler Jackie",2005,67,10.8999996185303,"NYK",105,0.699999988079071,0,0,NA,14.8000001907349,127,"forward","Forward-Center",292,398762,2005,"http://www.basketball-reference.com/players/b/butleja01.html",17,1.20000004768372,"NYK",62,19.8999996185303,183,15,0.587000012397766,19,250,1.20000004768372,0.0780000016093254,"forward_2005"
21,5,8.10000038146973,0,0,"-",NA,NA,"-",16,18,101,0.200000002980232,0.456999987363815,35,16,0.456999987363815,10,9,0.899999976158142,11,2,"6-10","NBA",103,"Butler Jackie",2005,6,7.30000019073486,"SAS",93,-0.100000001490116,0,0,NA,9.60000038146973,16,"forward","Forward-Center",41,2200000,2006,"http://www.basketball-reference.com/players/b/butleja01.html",2,1,"SAS",10,20.2000007629395,22,12.8999996185303,0.519999980926514,22.7999992370605,250,0.100000001490116,0.0469999983906746,"forward_2006"
31,5,8.60000038146973,1,0.800000011920929,"ucla",NA,NA,"-",8,10.6000003814697,110,0,0.456999987363815,23,10,0.435000002384186,12,8,0.666999995708466,11,0,"6-5","NBA",90,"Butler Mitchell",1993,6,7.69999980926514,"POR",104,0.100000001490116,3,1,0.333000004291534,9.39999961853027,10,"guard","Guard-Forward",29,715850,2001,"http://www.basketball-reference.com/players/b/butlemi02.html",0,0,"POR",5,15,14,9.10000038146973,0.513000011444092,16.8999996185303,210,0.100000001490116,0.0570000000298023,"guard_2001"
33,32,9.69999980926514,4,0.5,"ucla",NA,NA,"-",47,9.80000019073486,107,0.300000011920929,0.479999989271164,124,54,0.435000002384186,24,15,0.625,41,4,"6-5","NBA",552,"Butler Mitchell",1993,24,4.69999980926514,"WAS",100,0.200000002980232,30,11,0.367000013589859,9.30000019073486,54,"guard","Guard-Forward",134,876179,2003,"http://www.basketball-reference.com/players/b/butlemi02.html",22,2.09999990463257,"WAS",24,15.1000003814697,71,7.19999980926514,0.497999995946884,12.6999998092651,210,0.5,0.0480000004172325,"guard_2003"
23,93,11.3999996185303,43,2.20000004768372,"lasalle",2002,52,"2",157,12.3000001907349,104,1.39999997615814,0.40599998831749,572,207,0.361999988555908,104,76,0.731000006198883,72,28,"6-7","NBA",1514,"Butler Rasual",2002,29,2.09999990463257,"MIA",88,-1.39999997615814,171,50,0.291999995708466,9.5,105,"guard","Guard-Forward",540,349458,2002,"http://www.basketball-reference.com/players/b/butlera01.html",21,0.800000011920929,"MIA",77,11.1000003814697,186,7.09999990463257,0.437000006437302,21.6000003814697,205,0.100000001490116,0.0020000000949949,"guard_2002"
24,23,6.59999990463257,13,1.5,"lasalle",2002,52,"2",57,10,105,0.5,0.575999975204468,250,119,0.476000010967255,21,16,0.762000024318695,45,0,"6-7","NBA",675,"Butler Rasual",2002,4,0.699999988079071,"MIA",108,1,108,50,0.462999999523163,14,72,"guard","Guard-Forward",304,563679,2003,"http://www.basketball-reference.com/players/b/butlera01.html",10,0.800000011920929,"MIA",28,9.69999980926514,61,5.30000019073486,0.586000025272369,20,205,1.60000002384186,0.112999998033047,"guard_2003"
25,62,8.10000038146973,29,1.79999995231628,"lasalle",2002,52,"2",136,12.6999998092651,105,1.39999997615814,0.467999994754791,409,163,0.398999989032745,48,37,0.771000027656555,65,15,"6-7","NBA",1203,"Butler Rasual",2002,15,1.5,"MIA",100,0.300000011920929,153,57,0.372999995946884,10.3000001907349,104,"guard","Guard-Forward",420,1200000,2004,"http://www.basketball-reference.com/players/b/butlera01.html",18,0.800000011920929,"MIA",37,7.90000009536743,151,7.30000019073486,0.488000005483627,18.1000003814697,205,1.70000004768372,0.068000003695488,"guard_2004"
26,40,3.70000004768372,45,2,"lasalle",2002,52,"2",181,11.8000001907349,109,1.29999995231628,0.479000002145767,633,257,0.40599998831749,114,79,0.693000018596649,79,20,"6-7","NBA",1875,"Butler Rasual",2002,51,3.20000004768372,"NOK",100,0.400000005960464,242,92,0.379999995231628,10.8000001907349,142,"guard","Guard-Forward",685,1300000,2005,"http://www.basketball-reference.com/players/b/butlera01.html",33,0.899999976158142,"NOH",65,8.69999980926514,232,7.40000009536743,0.500999987125397,18.6000003814697,205,1.70000004768372,0.0450000017881393,"guard_2005"
27,63,4.69999980926514,54,1.89999997615814,"lasalle",2002,52,"2",214,11.3999996185303,108,1.79999995231628,0.483999997377396,788,314,0.398000001907349,87,56,0.643999993801117,81,38,"6-7","NBA",2223,"Butler Rasual",2002,42,2.09999990463257,"NOK",102,0.800000011920929,363,134,0.368999987840652,10.8000001907349,148,"guard","Guard-Forward",818,3000000,2006,"http://www.basketball-reference.com/players/b/butlera01.html",40,1,"NOH",67,7.5,256,6.69999980926514,0.495000004768372,18.2999992370605,205,2.59999990463257,0.0560000017285347,"guard_2006"
28,36,5.90000009536743,21,1.89999997615814,"lasalle",2002,52,"2",84,11.5,108,0.800000011920929,0.435000002384186,260,91,0.349999994039536,31,26,0.83899998664856,51,8,"6-7","NBA",875,"Butler Rasual",2002,16,2.09999990463257,"NOH",103,0.300000011920929,133,44,0.331000000238419,8.80000019073486,66,"guard","Guard-Forward",252,3315000,2007,"http://www.basketball-reference.com/players/b/butlera01.html",15,0.899999976158142,"NOH",10,3.5,100,6.69999980926514,0.46000000834465,15.1000003814697,205,1.20000004768372,0.063000001013279,"guard_2007"
29,75,4.80000019073486,61,2,"lasalle",2002,52,"2",222,10.1999998092651,109,2.40000009536743,0.521000027656555,803,348,0.43299999833107,110,86,0.782000005245209,82,74,"6-7","NBA",2614,"Butler Rasual",2002,49,2.29999995231628,"NOH",109,2.20000004768372,359,140,0.389999985694885,11.8000001907349,159,"guard","Guard-Forward",922,3630000,2008,"http://www.basketball-reference.com/players/b/butlera01.html",51,1.10000002384186,"NOH",59,6.5,271,6.30000019073486,0.541000008583069,16.7999992370605,205,4.59999990463257,0.0839999988675117,"guard_2008"
30,116,6.80000019073486,68,1.89999997615814,"lasalle",2002,52,"2",201,8.69999980926514,113,0.899999976158142,0.493000000715256,870,356,0.409000009298325,145,122,0.841000020503998,82,64,"6-7","NBA",2702,"Butler Rasual",2002,39,1.70000004768372,"LAC",106,1.79999995231628,432,145,0.335999995470047,10.6999998092651,121,"guard","Guard-Forward",979,3945000,2009,"http://www.basketball-reference.com/players/b/butlera01.html",36,0.699999988079071,"LAC",79,7.80000019073486,240,5.09999990463257,0.523999989032745,17,205,2.70000004768372,0.0480000004172325,"guard_2009"
31,27,5.5,15,1.60000002384186,"lasalle",2002,52,"2",66,10.3000001907349,112,0.300000011920929,0.416000008583069,226,73,0.323000013828278,27,18,0.666999995708466,41,2,"6-7","NBA",744,"Butler Rasual",2002,10,1.60000002384186,"LAC",91,-0.5,129,42,0.32600000500679,5.90000009536743,34,"guard","Guard-Forward",206,2400000,2010,"http://www.basketball-reference.com/players/b/butlera01.html",8,0.600000023841858,"LAC",22,8.5,76,6,0.43299999833107,15.6000003814697,205,-0.200000002980232,-0.0130000002682209,"guard_2010"
31,0,0,0,0,"lasalle",2002,52,"2",1,4.40000009536743,108,0,0.726999998092651,11,6,0.545000016689301,0,0,NA,6,0,"6-7","NBA",26,"Butler Rasual",2002,0,0,"CHI",110,0,7,4,0.570999979972839,14.5,3,"guard","Guard-Forward",16,2400000,2010,"http://www.basketball-reference.com/players/b/butlera01.html",0,0,"CHI",2,15.3999996185303,1,2.29999995231628,0.726999998092651,23,205,0.100000001490116,0.10700000077486,"guard_2010"
18,9,4.09999990463257,22,5,"-",2005,10,"1",46,16,105,0.400000005960464,0.40200001001358,82,33,0.40200001001358,27,8,0.296000003814697,46,0,"7-0","NBA",338,"Bynum Andrew",2005,34,11.8999996185303,"LAL",87,-0.400000005960464,0,0,NA,7.40000009536743,56,"center","Center",74,1888680,2005,"http://www.basketball-reference.com/players/b/bynuman01.html",4,0.600000023841858,"LAL",17,15.3000001907349,80,13.8999996185303,0.393999993801117,15,285,0.100000001490116,0.00700000021606684,"center_2005"
19,94,8.19999980926514,128,5.40000009536743,"-",2005,10,"1",345,22.2999992370605,106,1.89999997615814,0.558000028133392,443,247,0.558000028133392,214,143,0.667999982833862,82,53,"7-0","NBA",1793,"Bynum Andrew",2005,139,9.19999980926514,"LAL",110,2.29999995231628,3,0,0,15.3999996185303,249,"center","Center",637,2030280,2006,"http://www.basketball-reference.com/players/b/bynuman01.html",12,0.300000011920929,"LAL",115,17.6000003814697,484,15.8000001907349,0.592999994754791,16.2999992370605,285,4.19999980926514,0.112000003457069,"center_2006"
20,61,9.60000038146973,72,5.09999990463257,"-",2005,10,"1",251,26.6000003814697,101,1.79999995231628,0.635999977588654,297,189,0.635999977588654,118,82,0.694999992847443,35,25,"7-0","NBA",1008,"Bynum Andrew",2005,105,12.1000003814697,"LAL",127,3,0,0,NA,22.6000003814697,98,"center","Center",460,2172000,2007,"http://www.basketball-reference.com/players/b/bynuman01.html",12,0.600000023841858,"LAL",52,13,356,19.6000003814697,0.658999979496002,17.5,285,4.80000019073486,0.230000004172325,"center_2007"
21,71,7.69999980926514,90,4.80000019073486,"-",2005,10,"1",261,20.1000003814697,104,2.29999995231628,0.560000002384186,502,281,0.560000002384186,215,152,0.707000017166138,50,50,"7-0","NBA",1446,"Bynum Andrew",2005,137,10.8000001907349,"LAL",118,3.20000004768372,0,0,NA,20,157,"center","Center",714,2769300,2008,"http://www.basketball-reference.com/players/b/bynuman01.html",18,0.600000023841858,"LAL",85,12.5,398,15.6000003814697,0.59799998998642,20.7000007629395,285,5.5,0.184000000357628,"center_2008"
22,68,5.80000019073486,94,3.59999990463257,"-",2005,10,"1",364,20.3999996185303,102,3.40000009536743,0.569999992847443,688,392,0.569999992847443,261,193,0.739000022411346,65,65,"7-0","NBA",1977,"Bynum Andrew",2005,177,10.1000003814697,"LAL",117,4.40000009536743,1,0,0,20.2000007629395,193,"center","Center",977,12526998,2009,"http://www.basketball-reference.com/players/b/bynuman01.html",35,0.899999976158142,"LAL",115,12.5,541,15.3000001907349,0.607999980449677,20.7999992370605,285,7.80000019073486,0.187999993562698,"center_2009"
23,73,7.69999980926514,106,5.40000009536743,"-",2005,10,"1",338,24.7000007629395,100,2.79999995231628,0.574000000953674,413,237,0.574000000953674,209,138,0.660000026226044,54,47,"7-0","NBA",1500,"Bynum Andrew",2005,170,13.3000001907349,"LAL",121,3.79999995231628,0,0,NA,21.1000003814697,140,"center","Center",612,13700000,2010,"http://www.basketball-reference.com/players/b/bynuman01.html",19,0.699999988079071,"LAL",74,12.8000001907349,508,19.2000007629395,0.606000006198883,17.6000003814697,285,6.59999990463257,0.209999993443489,"center_2010"
23,19,19.2000007629395,0,0,"gatech",NA,NA,"-",9,6.30000019073486,108,0.100000001490116,0.423000007867813,52,21,0.404000014066696,16,10,0.625,15,0,"6-0","NBA",162,"Bynum Will",2006,3,2,"GSW",88,-0.200000002980232,9,2,0.222000002861023,8.69999980926514,10,"guard","Guard",54,NA,2005,"http://www.basketball-reference.com/players/b/bynumwi01.html",7,2.20000004768372,"GSW",14,19.2000007629395,12,4.09999990463257,0.456999987363815,20.1000003814697,185,-0.100000001490116,-0.0209999997168779,"guard_2005"
26,157,35.2999992370605,2,0.200000002980232,"gatech",NA,NA,"-",56,8.39999961853027,109,0.800000011920929,0.460999995470047,342,156,0.456000000238419,119,95,0.797999978065491,57,1,"6-0","NBA",803,"Bynum Will",2006,19,2.79999995231628,"DET",103,0.5,19,3,0.158000007271767,17.3999996185303,85,"guard","Guard",410,711517,2008,"http://www.basketball-reference.com/players/b/bynumwi01.html",34,2.29999995231628,"DET",76,16.2000007629395,75,5.5,0.519999980926514,27.8999996185303,185,1.29999995231628,0.0780000016093254,"guard_2008"
